FRAME,plus_id,xp,yp,angp1,min_id,xm,ym,angm1,angm2,angm3,distance,mp_angle,angp1_rel,angm1_rel,angm2_rel,angm3_rel,fuse_up,p_vel_angle,p_vel_angle_rel,anglep1_rel_vel_angle,fusion,creation,mp_angl1,mp_angl2,mp_angl3,mp_phase
12,190,684.4655392303847,288.01769793315066,5.717698629533424,176,705.7385229577321,237.4956261073014,4.335397861953914,0.1256637061435917,2.199114857512855,54.81805886968508,5.1109203776340255,0.6067782518993985,5.507662791499475,1.2979286356891526,3.371379787058416,TRUE,6.059714134392429,5.846567782485429,0.8302494246865555,FALSE,TRUE,4.900884539600076,0.6911503837897541,2.7646015351590174,0.6911503837897541
13,190,737.6479993144327,264.0861904675046,0.5026548245743669,176,724.3523841665082,242.81373887657173,0.0,1.947787445225672,3.8327430373795477,25.08566480782007,4.153778411535065,2.6320617202188883,2.1294068956445216,4.077194340870194,5.962149933024069,TRUE,0.5191352973434055,0.34876292341427445,2.112926422875483,FALSE,TRUE,5.7805304826052195,1.445132620651305,3.3300882128051805,1.4241886696273731
14,190,703.079400438064,298.65392296405366,0.2513274122871834,176,695.1020308395022,237.49562661932623,2.073451151369264,3.8327430373795477,6.157521601035995,61.676378278086005,4.58268321953241,1.9518294999343597,3.77395323901644,5.533245125026724,1.574838381503585,TRUE,1.9655963389844402,1.4056435876488704,6.269418468129506,FALSE,TRUE,1.8221237390820808,3.5814156250923643,5.906194188748811,1.675516081914557
15,190,724.3523841661425,295.9948675980743,0.8168140899333464,176,705.7385229584632,242.81373887675477,3.7699111843077517,2.010619298297468,6.157521601035995,56.34454970209899,4.375706352177061,2.7242930449358718,5.677390139310277,3.9180982532999935,1.7818152488589343,TRUE,3.60523017977184,5.300403166749485,5.402248172343619,FALSE,TRUE,2.9530970943744053,1.1938052083641217,5.340707511102649,1.0681415022205303
16,190,692.4429078096249,293.33581070644254,5.969026041820608,176,679.1472926613347,240.1546824889208,3.7699111843077517,1.947787445225672,6.094689747964199,54.817933020681565,4.467404422315412,1.5016216195051957,5.585692069171926,3.7635683300898464,1.6272853256487867,TRUE,3.2247318270939496,3.232250350069378,4.560075099590833,FALSE,TRUE,4.08407044966673,2.2619467105846507,0.12566370614359101,0.06283185307179551
18,190,718.7571470345185,232.17767247356255,2.073451151369264,176,668.5108000299707,242.81373938658544,5.843362335677016,1.884955592153876,3.7699111843077517,51.35972455805943,2.9329934834489633,5.423642975099887,2.9103688522280526,5.235147415884499,0.8369177008587885,TRUE,1.731723453054964,1.7085280061492365,3.6919195220449232,FALSE,TRUE,3.7699111843077517,6.094689747964198,1.6964600329384876,1.759291886010284
19,190,708.3976459879751,295.9948670884269,6.094689747964199,176,668.5108000332616,237.49562661603568,1.884955592153876,3.7699111843077517,5.906194188748811,70.80340116167936,4.113958415510902,1.9807313324532965,4.05418248382256,5.939138075976436,1.792235773237909,TRUE,1.731723453054964,1.7195335629162993,0.24900787939833258,FALSE,TRUE,2.0734511513692633,3.958406743523139,6.094689747964199,1.9477874452256718
21,190,703.0793999260266,232.17751384585154,1.884955592153876,176,652.5560628769745,242.81373887401287,5.906194188748811,1.6964600329384885,3.8327430373795477,51.63077444142984,2.9341014872247406,5.2340394121087215,2.972092701524071,5.045543852893334,0.8986415501548071,TRUE,3.1415926534446594,3.058453524893393,2.092446758664062,FALSE,TRUE,4.0212385965949355,6.094689747964199,1.9477874452256716,1.9268434942017403
22,190,679.1472931708128,232.1775138493249,1.947787445225672,176,660.5334314536557,240.1546835109582,3.64424747816416,1.6964600329384885,5.843362335677016,20.25119956535732,2.736709928662802,5.4942628237424564,0.9075375495013578,5.242935411455273,3.106652407014214,TRUE,1.570796133131487,5.81954772314145,3.9234666906109696,FALSE,TRUE,1.6964600329384878,6.031857894892402,3.8955748904513436,1.7802358370342155
23,190,703.0794004409885,234.8365702285671,2.324778563656447,176,647.2378163055482,248.13185215622093,5.906194188748811,1.5707963267948968,3.958406743523139,57.402500296513665,2.9078551219145314,5.700108748921502,2.99833906683428,4.946126512059951,1.0505516216086077,TRUE,1.0516394160575078,5.497799722617747,4.6484693328639946,FALSE,TRUE,3.5814156250923643,5.529203070318036,1.633628179866692,1.4870205226991686
24,190,689.7837852897738,250.79090854186165,3.0159289474462017,176,665.8516775128619,264.08619047024695,3.5185837720205684,5.906194188748811,1.5079644737231008,27.377185834211996,2.6345047980011365,0.3814241494450652,0.8840789740194319,3.271689390747675,5.15664498290155,TRUE,2.2655469290718004,3.141592653612716,4.399062527552851,FALSE,TRUE,0.5026548245743667,2.8902652413026098,4.775220833456485,0.6283185307179586
6,195,487.690435033169,192.29166806965327,1.0681415022205298,310,506.30429572789683,184.3144989178502,2.8902652413026098,5.46637121724624,1.0681415022205298,20.25119842476517,5.878302585504927,1.4730242238951892,3.295147962977269,5.8712539389208995,1.4730242238951892,TRUE,3.141592590069795,2.944201876601207,4.61461694100498,FALSE,TRUE,1.82212373908208,4.39822971502571,0.0,2.0734511513692637
7,195,479.7130659470098,192.29166857637574,6.094689747964199,310,511.6225417905765,181.65544252946802,1.0681415022205298,2.8902652413026098,5.403539364174445,33.635456784947735,5.961442252481544,0.1332474954826548,1.389884556918572,3.212008296000652,5.725282418872487,TRUE,2.8966199551683554,2.97644805574157,3.5198128474938857,FALSE,TRUE,1.2566370614359172,3.078760800517997,5.592034923389832,1.2147491593880537
8,195,477.053941894521,194.95072394564568,1.005309649148734,310,511.62254230005465,184.31449840509458,1.0681415022205298,2.9530970943744057,5.403539364174445,36.16790604592601,5.984693428523017,1.3038015278053035,1.366633380877099,3.251588973030975,5.702031242831014,TRUE,1.249038292242497,0.46363750793718617,0.05476323556280649,FALSE,TRUE,0.06283185307179573,1.9477874452256716,4.39822971502571,0.04188790204786397
9,195,482.37218846393625,200.26883722511252,1.0681415022205298,310,508.9634182512216,186.97355529965216,2.8274333882308142,1.1309733552923256,5.403539364174445,29.72974979843731,5.819547715612429,1.5317790937876872,3.2910709797979716,1.5946109468594827,5.867176955741602,TRUE,0.7853856318593769,0.3217429780645799,0.7463934619283102,FALSE,TRUE,1.7592918860102844,0.06283185307179573,4.335397861953915,2.0525072003453317
12,235,392.0131800170399,205.81312887583294,3.141592653589793,335,389.3028824246261,192.29166857948348,3.141592653589793,1.2566370614359172,5.089380098815465,13.790417019988872,4.514566391394315,4.910211569375065,4.910211569375065,3.025255977221189,0.5748137074211508,FALSE,1.9236295453852492,1.8763094764987844,2.9865820239898158,FALSE,TRUE,0.0,4.39822971502571,1.9477874452256723,0.020943951023932428
13,235,381.3255138452032,234.83656972166114,1.7592918860102844,335,391.96200545432066,178.99638563472763,5.215043804959057,1.1938052083641215,3.0787608005179976,56.844182750862444,4.900615083690187,3.1418621094996833,0.3144287212688699,2.5763754318535206,4.4613310240073965,FALSE,1.7935445747001282,1.7053655333260889,1.348317534799555,FALSE,TRUE,3.455751918948773,5.717698629533423,1.3194689145077132,1.4032447186034407
14,235,386.6437599044094,229.5184579738809,2.7646015351590183,335,389.3028829339213,176.33732975964926,1.0681415022205298,3.0787608005179976,5.152211951887261,53.247566455422415,4.762348625660124,4.285438216678481,2.588978183739992,4.59959748203746,0.38986332622713693,FALSE,3.926978285517861,1.5707963267605218,0.3584599311606196,FALSE,TRUE,4.586725274241098,0.3141592653589793,2.3876104167282426,0.3351032163829113
15,235,376.00726778581407,229.518456951477,2.8902652413026098,335,386.6437593947487,168.36016060419024,5.215043804959057,1.0681415022205298,3.0159289474462017,62.07634143415255,4.8845840190810925,4.288866529401103,0.33045978587796476,2.4667427903190235,4.414530235544696,FALSE,2.896619978193877,1.8491025700625925,1.3922465512072262,FALSE,TRUE,2.3247785636564475,4.461061568097506,0.1256637061435919,0.20943951023931984
17,235,378.66639081569156,226.8594015913484,2.8274333882308142,335,370.68902070710374,173.6782728645435,2.8902652413026098,0.942477796076938,5.277875658030853,53.776118179972634,4.563495340095277,4.547123355315124,4.6099552083869195,2.6621677631612473,0.7143803179355759,FALSE,3.729583630392404,5.5745713018248395,0.8175397249227201,FALSE,TRUE,0.06283185307179551,4.39822971502571,2.4504422698000385,0.20943951023931984
18,235,368.02989767777467,226.8594005660193,3.0787608005179976,335,357.39340606829126,178.99638665402335,5.277875658030853,0.8796459430051421,2.8902652413026098,49.03063383741362,4.493714732633073,4.868231375064511,0.7841609253977797,2.669116517551655,4.6797358158491225,FALSE,3.1415927017454846,5.695194130903343,1.7266386733190262,FALSE,TRUE,2.199114857512855,4.084070449666731,6.094689747964198,2.0315632493213998
4,240,104.77671773801185,434.2657996224966,5.7805304826052195,544,102.11759521779479,452.8791938086763,6.094689747964199,4.209734155810322,2.13628300444106,18.802376863248778,1.7126968672606189,4.0678336153446,4.38199288070358,2.497037288549703,0.42358613718044125,FALSE,5.879447170131133,5.735122992136114,4.471571752393054,FALSE,TRUE,0.3141592653589793,4.712388980384689,2.638937829015427,0.46076692252650275
5,240,113.64155761378262,430.4786818849268,0.1884955592153876,544,104.77671908500676,452.8803077277066,2.199114857512855,0.0,4.335397861953914,24.091870050728105,1.9476102037934289,4.524070662601545,0.2515046537194263,4.335575103386157,2.387787658160485,FALSE,5.879447170131133,5.735122992136114,4.927808799649998,FALSE,TRUE,2.0106192982974678,6.094689747964199,4.146902302738527,1.9896753472735358
13,267,617.9874634880204,849.0785951905023,2.010619298297468,252,594.0553557111084,862.3738776226855,1.6336281798666925,3.4557519189487724,5.592034923389832,27.37718607887324,2.634504781914703,5.6592998235623515,5.282308705131576,0.8212471370340695,2.957530141475129,TRUE,3.1415925896801435,4.712388980338799,2.517707233882208,FALSE,TRUE,5.9061941887488105,1.4451326206513042,3.581415625092364,1.5498523757709641
14,267,610.0100938890929,849.0785957003332,2.9530970943744057,252,586.077986112547,870.3510462681311,3.4557519189487724,5.403539364174445,1.6336281798666925,32.019727290962585,2.414962780475455,0.5381343138989507,1.0407891384733174,2.9885765836989897,5.501850706570824,TRUE,3.2834861995787357,3.463335612818253,3.5378334214998013,FALSE,TRUE,0.5026548245743667,2.450442269800039,4.9637163926718735,0.5445427266222311
15,267,599.3736022801583,846.4195388024852,1.947787445225672,252,583.4188641021739,862.3738771128551,3.3929200658769765,1.6336281798666925,5.529203070318037,22.563124368087134,2.356207021661711,5.8747657307435475,1.0367130442152654,5.560606465384568,3.1729960486563256,TRUE,3.6052302761047708,3.1415926542428956,2.2695354546387767,FALSE,TRUE,1.4451326206513044,5.969026041820607,3.5814156250923643,1.5707963267948966
16,267,599.3736017708632,843.7604824170276,1.947787445225672,252,580.7597405628183,865.0329329882989,3.3300882128051805,1.5079644737231008,5.403539364174445,28.266463917149938,2.2896387588823086,5.941333993522949,1.040449453922872,5.501511022020378,3.113900605292136,TRUE,2.822233720962271,2.3562070698638244,3.1191002725606785,FALSE,TRUE,1.3823007675795085,5.843362335677015,3.4557519189487724,1.466076571675237
17,267,591.4277808093605,849.0470478503096,2.010619298297468,252,580.7597405624526,859.714821237776,1.5079644737231008,3.3300882128051805,5.529203070318037,15.086698504178537,2.356206997774475,5.93759760770258,5.434942783128212,0.9738812150307057,3.1729960725435618,TRUE,3.6820010798191225,4.71238888453261,2.2555965278834575,FALSE,TRUE,5.780530482605219,1.3194689145077123,3.5185837720205684,1.4451326206513047
18,267,586.077986112547,835.7833132619344,3.0159289474462017,252,567.4641259240065,867.6919893733909,3.3300882128051805,5.403539364174445,1.3194689145077132,36.941026005030956,2.0988816666279844,0.9170472808182173,1.2312065461771962,3.3046576975464603,5.5037725550593155,TRUE,4.7107722833135215,5.206203613580899,2.489460304684282,FALSE,TRUE,0.31415926535897887,2.387610416728243,4.586725274241098,0.3351032163829113
19,267,591.3977603496548,830.4780567349867,3.0159289474462017,252,562.1458788452959,875.6691590383152,5.529203070318037,1.2566370614359172,3.3929200658769765,53.83222361128103,2.145266163418075,0.8706627840281267,3.3839369068999616,5.3945562051974285,1.2476539024589015,TRUE,5.499153511696533,5.387684249592927,1.6546945795111796,FALSE,TRUE,2.513274122871835,4.523893421169301,0.3769911184307748,0.3769911184307748
14,270,378.6663903058478,758.6706780944471,3.8327430373795477,251,394.62112899404167,766.6478472493577,0.5026548245743669,4.838052686528282,2.9530970943744057,17.837850608596508,0.4636375710957059,3.369105466283842,0.03901725347866103,4.374415115432575,2.4894595232786996,TRUE,4.331873960768033,4.390630926197925,5.320416812695395,FALSE,TRUE,2.9530970943744057,1.0053096491487339,5.403539364174444,1.0262536001726659
15,270,373.34814424609306,745.3753961693524,3.64424747816416,251,397.2802515137098,777.2840727900916,2.9530970943744057,4.900884539600078,0.8796459430051421,39.88620566004775,0.9272831877359622,2.716964290428198,2.0258139066384437,3.973601351864116,6.235548062448766,TRUE,4.712388952836327,4.612717848289164,4.287760644771457,FALSE,TRUE,5.592034923389832,1.2566370614359181,3.5185837720205684,1.3613568165555776
16,270,378.66638979307925,740.0572828893373,3.3300882128051805,251,397.280251510785,774.6250164049995,0.8168140899333464,2.8274333882308142,4.900884539600078,39.26071889886516,1.076844490469163,2.2532437223360176,6.02315490664377,1.7505888977616513,3.824040049130915,TRUE,6.283185307162378,6.2831852592473885,2.2532437223532256,FALSE,TRUE,3.769911184307752,5.78053048260522,1.5707963267948974,1.612684228842761
17,270,383.98463636505414,745.3753961691693,3.141592653589793,251,397.2802515137098,777.284073299739,2.9530970943744057,4.900884539600078,0.8796459430051421,34.56786164060633,1.1759963145955932,1.9655963389942,1.7771007797788125,3.724888225004485,5.986834935589135,TRUE,0.7853856316530601,0.4636375455683181,1.1802107073411399,FALSE,TRUE,6.094689747964199,1.7592918860102849,4.0212385965949355,1.8640116411299443
19,303,102.11759470850004,732.0801142429777,4.649557127312894,273,80.84461098060382,742.7163397862712,0.0,2.261946710584651,4.335397861953914,23.783799748886747,2.6779550599960107,1.9716020673168835,3.6052302471835755,5.867176957768226,1.6574428019579033,TRUE,0.5404084093988089,5.819547774604204,1.4311936579180746,FALSE,TRUE,1.633628179866692,3.895574890451343,5.969026041820606,1.738347934986352
20,303,115.41321087556284,740.0572833989852,4.649557127312894,273,78.18548794707027,758.6706775851646,0.0628318530717958,4.335397861953914,2.073451151369264,41.621650586812514,2.6779550861467545,1.9716020411661397,3.6680620741046277,1.6574427758071595,5.678681372402096,TRUE,1.10713861626115,5.9344223433166166,0.8644634249049896,FALSE,TRUE,1.6964600329384876,5.969026041820606,3.7070793312359562,1.6964600329384885
21,303,104.77671824712368,737.3982270168183,4.838052686528282,273,54.25338068310964,758.6706786040945,3.707079331235956,1.7592918860102844,6.094689747964199,54.819018918075535,2.743079163013772,2.0949735235145095,0.9640001682221837,5.299398030176098,3.3516105849504267,TRUE,3.306737266792257,4.248731498243367,5.071421563901838,FALSE,TRUE,5.15221195188726,3.204424506661589,1.2566370614359172,1.1100294042683934
22,303,99.45847269739537,737.3982270138931,5.026548245743669,273,64.88987229533569,761.3297349860786,3.895574890451343,1.884955592153876,0.0628318530717958,42.0440864757466,2.536059723241492,2.490488522502177,1.3595151672098513,5.632081176091971,3.8099574370098903,TRUE,4.467404363418658,4.3536100333182235,4.306269466263105,FALSE,TRUE,5.15221195188726,3.141592653589793,1.3194689145077128,1.1100294042683934
23,303,102.11759470502622,726.762001985915,4.0212385965949355,273,59.571626742133134,769.306903635181,1.82212373908208,6.220353454107791,3.958406743523139,60.168330924542346,2.356207021661725,1.6650315749332107,5.749102024599941,3.864146432446066,1.6021997218614143,TRUE,0.19739074007800267,5.6629476804566385,1.4676408348552081,FALSE,TRUE,4.084070449666731,2.199114857512855,6.22035345410779,2.0734511513692637
24,303,112.75408784623394,740.0572833986198,4.9637163926718735,273,59.5716267392082,777.2840727904572,1.884955592153876,6.220353454107791,4.08407044966673,64.9169316729043,2.530878468210991,2.4328379244608827,5.637262431122472,3.6894749858968,1.5531919814557393,TRUE,0.6202376317488011,0.12435188602865888,1.8126002927120815,FALSE,TRUE,3.2044245066615886,1.2566370614359172,5.403539364174443,1.1938052083641209
25,303,120.7314559159964,740.0572839082674,4.71238898038469,273,56.912503712438536,779.9431296881223,0.0,1.884955592153876,3.958406743523139,75.2578192212236,2.583004598802046,2.1293843815826436,3.70018070837754,5.585136300531416,1.3754021447210931,TRUE,0.32174301645172654,5.819547608322868,1.807641365130917,FALSE,TRUE,1.5707963267948966,3.4557519189487724,5.529203070318036,1.4241886696273731
26,303,120.7314559158136,742.7163392742464,4.335397861953914,273,62.23074925960759,782.6021855602758,0.0628318530717958,1.947787445225672,3.895574890451343,70.80404941264469,2.543185419535569,1.7922124424183448,3.802831740715813,5.687787332869689,1.352389470915774,TRUE,6.283185115588364,3.9269784769077454,1.7922126340095668,FALSE,TRUE,2.0106192982974678,3.8955748904513445,5.843362335677016,1.8221237390820804
27,303,123.39057996482936,740.0572833988026,4.146902302738527,273,62.23074925979037,782.6021850504449,0.0628318530717958,1.947787445225672,3.895574890451343,74.50230565839517,2.533802420126576,1.6130998826119507,3.8122147401248063,5.697170332278683,1.3617724703247673,TRUE,2.3562070026052298,2.191057672202776,5.540078187186307,FALSE,TRUE,2.199114857512855,4.084070449666732,6.031857894892402,2.010619298297468
28,303,107.43584025457213,756.0116222191855,4.209734155810322,273,62.230749259424755,777.284073299922,1.884955592153876,3.895574890451343,6.220353454107791,49.96015839508402,2.701759722329728,1.507974433480594,5.4663811770037345,1.1938151681216151,3.5185937317780627,TRUE,5.300403092862307,0.5404084943117577,2.490756647797873,FALSE,TRUE,3.95840674352314,5.969026041820607,2.0106192982974687,1.8849555921538768
29,303,128.70882500489736,732.0801147590246,3.8327430373795477,273,54.25338068329245,766.6478472495405,3.7699111843077517,0.0628318530717958,1.947787445225672,82.08861869140863,2.7069320142784257,1.125811023101122,1.062979170029326,3.6390851459729565,5.524040738126833,TRUE,5.43904377821678,5.8565672701018,1.969952552063928,FALSE,TRUE,6.220353454107791,2.5132741228718345,4.39822971502571,0.1884955592153883
22,305,627.5206359778148,622.7967715447633,2.324778563656447,378,639.2604467057073,625.717858840392,2.387610416728243,4.0212385965949355,0.3769911184307752,12.097764542072376,0.2438667714795636,2.0809117921768836,2.1437436452486796,3.777371825115372,0.13312434695121161,TRUE,3.151053832666332,0.21041025190845103,5.213043266690137,FALSE,TRUE,0.06283185307179595,1.6964600329384885,4.335397861953915,2.0315632493213998
24,305,620.6465553697016,612.4225774897718,2.5132741228718345,378,641.9195702461591,620.3997455594629,4.209734155810322,2.5132741228718345,0.0628318530717958,22.719515231317803,0.35876191223339915,2.154512210638435,3.8509722435769227,2.154512210638435,5.987255248017983,TRUE,6.28318523509808,3.1870148214031118,2.154512282719941,FALSE,TRUE,1.6964600329384876,0.0,3.8327430373795477,1.8430676901060117
17,318,532.8955265374283,250.7909090518749,4.649557127312894,279,548.8502636962745,240.15468300185898,0.0628318530717958,4.523893421169302,2.5132741228718345,19.17506042741211,5.695194219484874,5.237548215007607,0.650822940766508,5.111884508864015,3.101265210566547,FALSE,1.570796519049091,2.7610950113581763,3.666751695958516,FALSE,TRUE,1.6964600329384876,6.157521601035994,4.146902302738527,1.9058995431778079
18,318,532.8955255149989,256.1090213125942,4.71238898038469,279,562.1458788454787,240.15468351077539,2.5761059759436304,0.1884955592153876,4.523893421169302,33.31852434686232,5.783849134900109,5.211725152664167,3.075442148223108,0.6878317314948648,5.02322959344878,FALSE,2.5536016691035446,2.9442019233088077,2.6581234835606224,FALSE,TRUE,4.146902302738527,1.759291886010284,6.094689747964199,1.9058995431778079
19,318,516.9407873403053,261.42713408222994,4.71238898038469,279,572.7823719832126,242.81373887693735,0.4398229715025711,2.5132741228718345,4.586725274241099,58.86205107282098,5.961442268851176,5.0341320187131,0.7615660098309815,2.835017161200245,4.908468312569509,FALSE,3.338983393707442,3.3683859791680657,1.695148625005658,FALSE,TRUE,2.0106192982974678,4.084070449666731,6.157521601035995,1.9896753472735367
20,318,506.3042952182359,250.79090854222727,4.523893421169302,279,570.1232484442228,242.81373887657173,2.5761059759436304,4.523893421169302,0.3769911184307752,64.31558152372843,6.1588333903804,4.648245337968489,2.700457892742817,4.648245337968489,0.5013430352299615,FALSE,4.248731365279147,4.390630935547621,0.3995139726893422,FALSE,TRUE,4.335397861953915,0.0,2.136283004441059,0.06283185307179595
21,318,511.6225417903937,250.7909090516921,4.649557127312894,279,572.7823719861372,248.13185215384465,0.4398229715025711,2.6389378290154264,4.523893421169302,61.21760705187815,6.239735491407229,4.693006943085251,0.4832727872749283,2.6823876447877835,4.567343236941659,FALSE,6.038212563738342,4.7123890286458945,4.9379796865264955,FALSE,TRUE,2.0734511513692633,4.2725660088821185,6.157521601035994,2.0734511513692637
22,318,516.9407883596265,248.13185215676958,4.461061568097506,279,580.7597410722963,250.79090905443445,2.5761059759436304,4.523893421169302,0.6283185307179586,63.874324332449895,0.04164154465010289,4.419420023447403,2.5344644312935274,4.482251876519199,0.5866769860678558,FALSE,3.8743953238738356,3.7972762077518434,0.5450246995735673,FALSE,TRUE,4.39822971502571,0.0628318530717964,2.450442269800039,0.20943951023931984
23,318,485.03131200329165,226.85940056638492,5.717698629533424,279,580.7597400504154,250.79090854442074,2.5761059759436304,4.523893421169302,0.6283185307179586,98.67445976784543,0.2449727735775671,5.472725855955857,2.3311332023660634,4.278920647591735,0.38334575714039154,FALSE,2.9442019208410755,2.677955011839898,2.5285239351147815,FALSE,TRUE,3.1415926535897927,5.0893800988154645,1.1938052083641209,1.0471975511965979
